,County,Year,Employment,Labor Force,Unemployment,Unemployment Rate,Opioid Death Rate,Opioid Death
290,Siskiyou,2017,16495.833333333332,17799.166666666668,1302.5,7.333333333333332,9.97,4.0
291,Siskiyou,2018,16188.333333333334,17367.5,1179.1666666666667,6.8083333333333345,3.62,2.0
292,Siskiyou,2019,16028.333333333334,17159.166666666668,1129.1666666666667,6.616666666666668,5.98,2.0
293,Siskiyou,2020,15288.333333333334,16922.5,1638.3333333333333,9.683333333333332,19.37,7.0
294,San Joaquin,2015,286266.6666666667,314383.3333333333,28116.666666666668,8.941666666666668,4.61,35.0
295,San Joaquin,2016,292366.6666666667,318300.0,25941.666666666668,8.141666666666667,6.04,47.0
296,San Joaquin,2017,300416.6666666667,323175.0,22766.666666666668,7.050000000000001,7.08,53.0
297,San Joaquin,2018,304266.6666666667,324183.3333333333,19925.0,6.125,2.08,16.0
298,San Joaquin,2019,306908.3333333333,326516.6666666667,19608.333333333332,6.0,4.01,30.0
299,San Joaquin,2020,294450.0,331816.6666666667,37375.0,11.266666666666666,10.36,79.0
300,Sutter,2015,39925.0,44725.0,4808.333333333333,10.758333333333333,0.0,0.0
301,Sutter,2016,40625.0,44983.333333333336,4375.0,9.741666666666665,4.36,4.0
302,Sutter,2017,41050.0,44991.666666666664,3933.3333333333335,8.8,1.26,1.0
303,Sutter,2018,41416.666666666664,44841.666666666664,3450.0,7.691666666666666,5.26,5.0
304,Sutter,2019,42058.333333333336,45458.333333333336,3400.0,7.483333333333333,1.71,2.0
305,Sutter,2020,40483.333333333336,45466.666666666664,4983.333333333333,10.950000000000001,7.75,8.0
306,Tehama,2015,23028.333333333332,25022.5,1990.8333333333333,7.949999999999999,2.87,3.0
307,Tehama,2016,23281.666666666668,25072.5,1790.8333333333333,7.158333333333335,1.04,1.0
308,Tehama,2017,23894.166666666668,25529.166666666668,1638.3333333333333,6.416666666666665,0.0,0.0
309,Tehama,2018,24018.333333333332,25489.166666666668,1470.0,5.766666666666667,3.52,2.0
310,Tehama,2019,24094.166666666668,25551.666666666668,1457.5,5.7,1.02,1.0
311,Tehama,2020,23316.666666666668,25578.333333333332,2262.5,8.866666666666665,1.04,1.0
312,Trinity,2015,4739.166666666667,5141.666666666667,401.6666666666667,7.858333333333333,6.95,2.0
313,Trinity,2016,4640.0,4993.333333333333,355.8333333333333,7.124999999999999,6.7,1.0
314,Trinity,2017,4505.833333333333,4806.666666666667,300.8333333333333,6.250000000000001,4.34,1.0
315,Trinity,2018,4405.833333333333,4676.666666666667,270.0,5.825,7.47,2.0
316,Trinity,2019,4385.833333333333,4642.5,260.8333333333333,5.583333333333332,19.65,2.0
317,Trinity,2020,4156.666666666667,4513.333333333333,360.8333333333333,7.991666666666666,0.0,0.0
318,Tuolumne,2015,20006.666666666668,21533.333333333332,1527.5,7.075,20.21,11.0
319,Tuolumne,2016,20220.0,21567.5,1346.6666666666667,6.233333333333333,7.45,5.0
320,Tuolumne,2017,20223.333333333332,21383.333333333332,1161.6666666666667,5.425000000000001,8.71,4.0
321,Tuolumne,2018,20194.166666666668,21189.166666666668,995.0,4.7,0.0,0.0
322,Tuolumne,2019,19967.5,20930.833333333332,965.0,4.6,1.6,2.0
323,Tuolumne,2020,17954.166666666668,20039.166666666668,2085.0,10.441666666666668,2.64,1.0
324,Solano,2015,192225.0,204866.66666666666,12633.333333333334,6.166666666666667,2.94,13.0
325,Solano,2016,195816.66666666666,207283.33333333334,11433.333333333334,5.508333333333333,2.93,13.0
326,Solano,2017,198083.33333333334,208083.33333333334,10000.0,4.816666666666666,1.69,7.0
327,Solano,2018,200758.33333333334,209058.33333333334,8300.0,3.958333333333334,3.49,17.0
328,Solano,2019,200083.33333333334,208058.33333333334,8008.333333333333,3.8416666666666663,6.21,28.0
329,Solano,2020,183591.66666666666,202800.0,19208.333333333332,9.508333333333331,8.06,35.0
330,Tulare,2015,178483.33333333334,202125.0,23641.666666666668,11.700000000000001,0.7,3.0
331,Tulare,2016,180508.33333333334,203316.66666666666,22791.666666666668,11.216666666666667,2.15,10.0
332,Tulare,2017,183075.0,204608.33333333334,21516.666666666668,10.525,1.04,4.0
333,Tulare,2018,183100.0,203033.33333333334,19966.666666666668,9.808333333333332,1.5,6.0
334,Tulare,2019,182233.33333333334,202141.66666666666,19916.666666666668,9.841666666666667,2.52,12.0
335,Tulare,2020,172841.66666666666,199166.66666666666,26291.666666666668,13.183333333333332,8.04,38.0
336,Yolo,2016,99800.0,106083.33333333333,6266.666666666667,5.908333333333332,3.67,8.0
337,Yolo,2017,101158.33333333333,106633.33333333333,5475.0,5.141666666666667,3.19,7.0
338,Yolo,2018,102900.0,107541.66666666667,4650.0,4.316666666666667,0.89,2.0
339,Yolo,2019,103383.33333333333,107925.0,4525.0,4.191666666666666,2.49,6.0
340,Yolo,2020,97108.33333333333,105025.0,7908.333333333333,7.566666666666666,2.96,8.0
341,Yuba,2016,25716.666666666668,28150.0,2450.0,8.641666666666667,3.72,2.0
342,Yuba,2017,26583.333333333332,28733.333333333332,2150.0,7.4750000000000005,7.63,5.0
343,Yuba,2018,27341.666666666668,29233.333333333332,1883.3333333333333,6.466666666666668,4.45,3.0
344,Yuba,2019,27900.0,29725.0,1841.6666666666667,6.2250000000000005,7.95,6.0
345,Yuba,2020,26883.333333333332,30041.666666666668,3150.0,10.533333333333333,7.35,6.0
